Unnamed: 0,tweet_id,user_id,screen_name,text,time,topic
20,9.6886e+17,4786132700.0,mrshobbs58,Looks Just another “fun” free school outing.,2/28/2018 14:48,backer
21,9.68845e+17,871679250.0,TimFinnigan,"All radical, misfit, malcontent, anti American,anti-Democracy staged ""movements""...are  funded somehow by soros or soros connected cash !  Hasn't Hungy an arrest warrent out for hjiom? Lets help them out & read the EO issed on 2/21/17",2/28/2018 13:46,backer
22,9.68858e+17,529564536.0,KayTaylor3,Too busy to even answer that one.,2/28/2018 14:39,backer
23,9.69297e+17,2316261613.0,usaf48,,3/1/2018 19:43,backer
24,9.69261e+17,9.55616e+17,1Ej12,Yes they do along with Bill Gates !! 2.9 Million in funds !! That have to be stopped !,3/1/2018 17:20,backer
25,9.6906e+17,183869529.0,kingsleynnaji30,Is a pity that the parents of this didn't understand what is going on in the United States. They don't know that they are being used,3/1/2018 4:01,backer
26,9.6887e+17,23269567.0,2zebra_20,More Soros bull,2/28/2018 15:24,backer
27,9.68853e+17,9.37983e+17,VoiceofBasildon,"Soros funds people in UK, students, wife of fun manager Gina Miller, others funding any student who adopts their left lib rhetoric. Many all over twitter with cut paste arguments to stay in EU over many different personality types.",2/28/2018 14:17,backer
28,9.68843e+17,8.74972e+17,EvelynTomberlin,Soyboys,2/28/2018 13:40,backer
29,9.6883e+17,270540665.0,highplainsgypsy,#PropagandaTool,2/28/2018 12:48,backer
30,9.688e+17,37708407.0,PhillBennetzen,"“Not political” my pale white butt. Even if these kids think they’re doing something apolitical, the people in their ears are making this political and maneuvering these teens to make the left’s talking points.",2/28/2018 10:48,backer
31,9.68638e+17,9.53858e+17,Adamsmi509,You sound like the kid who got bullied by drama kids in high school. Lol,2/28/2018 0:03,backer
32,9.69534e+17,7.84105e+17,TonyaS30305,"Always, Always, ALWAYS
#FollowTheMoney

It usually leads back to #Soros
and #ClintonCorruption 

@realDonaldTrump ",3/2/2018 11:23,backer
33,9.69218e+17,7.84825e+17,WilliamSeemore,"Follow the money! How are they paying for buses, planes, hotels etc.?",3/1/2018 14:30,backer
34,9.69125e+17,3136363472.0,DavidTrevor10,,3/1/2018 8:19,backer
35,9.69115e+17,9.59239e+17,LukeComstock76,""" Seventeen of our classmates died and now we are celebrities! Yaaaaay!""
They disgust me.",3/1/2018 7:38,backer
36,9.69061e+17,127354143.0,WriteTonight,"There is no such thing as a #ConspiracyTheory. It will all come true, as in #fiction ... somewhere in time.",3/1/2018 4:05,backer
37,9.69032e+17,9.15185e+17,dementedlibs,"Let me guess, that's a delta flight?",3/1/2018 2:10,backer
38,9.69029e+17,532282438.0,CraigNoice,"They need be dropped into USMC,boot camp for 90 days and get a taste of life! Odds on that 90% wouldn't make it a week!",3/1/2018 1:58,backer
39,9.69029e+17,8.2151e+17,JennaNeen,Excellent Reporting  George Soros always has money in Anti-American Everything,3/1/2018 1:56,backer
40,9.68994e+17,8.3118e+17,mz_nubbie,Planned Parenthood? Yeah should've known.,2/28/2018 23:37,backer
41,9.68941e+17,61900522.0,IsGoogleSkynet,They look pretty tore up,2/28/2018 20:06,backer
42,9.68901e+17,7.87892e+17,DeplorableMikeX,"Anytime a leftist plot is reported on, they call it a ""conspiracy theory"". 
Every. Time.",2/28/2018 17:29,backer
43,9.68863e+17,3334747030.0,Jeffner01,Soros. Now we know it was fake.,2/28/2018 14:57,backer
44,9.6886e+17,327041632.0,ascending2him,,2/28/2018 14:44,backer
45,9.68849e+17,1169280680.0,vincecaporale3,Entitled rich white kids?,2/28/2018 14:03,backer
46,9.68835e+17,9.55444e+17,DeplorableWench,"So I guess they don't see the hypocrisy of pushing an agenda based on corporate sponsors, the exact thing they are supposedly fighting against... SMH!",2/28/2018 13:05,backer
47,9.69176e+17,8.22644e+17,MsSwis,"#TheGreatAwakening !

#ObamaGate #Treason #PayToPlay #SecretSociety #FakeDossiers #FBI 
#CIA #FakeNews #Mockingbird #MKUltra #Orion #BigPharma #WilliamCooper #BeholdAPaleHorse #ParklandSchoolShooting #187 …

#InternetBillOfRights #NRA 
#WeThePeople #MAGA #TheStorm #QAnon",3/1/2018 11:42,backer
48,9.68629e+17,59584299.0,foofigirl,They probably had good intentions at the beginning but have no idea they've just been bought out. They are just paid talking heads from now on..,2/27/2018 23:28,backer
49,9.69262e+17,7.81182e+17,Markis4America,THIS is what teen murderers look like after they've killed their friends and been bought off by the Democrat Party. On their way to help set up another killing spree.,3/1/2018 17:23,backer
50,9.69048e+17,590180745.0,chipbunn,Soros wants this country destroyed. Be careful whose water you carry!,3/1/2018 3:13,backer
51,9.69032e+17,8.14162e+17,SpankyTheDog1,They are sure jovial so soon after being in a shoot out.,3/1/2018 2:09,backer
52,9.68864e+17,9.5588e+17,RicGonzales7,Don't forget Bloomberg and other liberal billionaires.,2/28/2018 15:03,backer
53,9.68863e+17,210643324.0,In66gal,Everyone that can think for themselves knows the truth,2/28/2018 15:00,backer
54,9.6886e+17,3239234936.0,sammy_underwood,Things will change. Teachers will be trained and armed to protect our students.,2/28/2018 14:45,backer
55,9.68853e+17,8.63853e+17,JbCommanche,Looks like party time...sad,2/28/2018 14:19,backer
56,9.68851e+17,8.92855e+17,UnmaskDarkness,DWS.... smh,2/28/2018 14:10,backer
57,9.68849e+17,49023129.0,cjtruth,Soros is the most evil person. I hope Trump has a plan for him.,2/28/2018 14:04,backer
58,9.68849e+17,211240572.0,republiclvr,Of course Soros ties. Did you miss Glenn Beck's chalkboard where he showed how almost every one of those radical orgs are funded by Soros $$ ? Research all of them. From ACORN to the TIDES Foundation his tentacles weave into every aspect of American life. It's why we're in deep,2/28/2018 14:01,backer
59,9.68849e+17,28849949.0,Cocoabitter,This is why this event occurred in Broward county- very leftist area. Perfect to carry out their agenda.,2/28/2018 14:01,backer
60,9.68683e+17,7.30591e+17,shit_anaconda,,2/28/2018 3:04,backer
61,9.68668e+17,410413827.0,stevetefft,"The ""movement"" has officially been hijacked.",2/28/2018 2:05,backer
62,9.69546e+17,15777611.0,Crutnacker,"Man, your head is going to explode when you see who’s backing gun nuts.",3/2/2018 12:11,backer
63,9.69301e+17,15440079.0,C3rvantes,"Time out of school, no homework, be on tv... punkmuthafukkas",3/1/2018 19:57,backer
64,9.6926e+17,257211323.0,gym8juice,There is no way kids go from eating Tide pods to organized activism without adult $ support.,3/1/2018 17:17,backer
65,9.6925e+17,518043012.0,HornetStings,"I mean, where do I begin...these “victims” and their AstroTurf movement smells an awful lot like how Obama started his career with shadowy people pulling their strings. For the left, it’s always about the power, the next election. And, Planned Parenthood-are you kidding me? #BS",3/1/2018 16:34,backer
66,9.69214e+17,2438858671.0,DunnoAbout,Is it evident?  How it all began?  $.,3/1/2018 14:13,backer
67,9.69214e+17,2438858671.0,DunnoAbout,No scruples. No future. Destroy.  Who will rebuild?,3/1/2018 14:11,backer
68,9.69192e+17,9.07982e+17,McKennaConnect,Good lord.,3/1/2018 12:47,backer
69,9.69132e+17,3098500169.0,stillcrowing1,Soros all over this one,3/1/2018 8:47,backer
70,9.69061e+17,183869529.0,kingsleynnaji30,Continuation.... And there children in other to destroy America. But thank God is a failure already.,3/1/2018 4:03,backer
71,9.69055e+17,883428012.0,mayrasons2,Hypocrites! #EndplannedParentHood,3/1/2018 3:40,backer
72,9.69046e+17,9.14743e+17,GhostFox1117,,3/1/2018 3:06,backer
73,9.69032e+17,8.65031e+17,DawnPisturino,Kids aren't smart enough to do this on their own.,3/1/2018 2:09,backer
74,9.69002e+17,2850284986.0,pridescarves,#PAID,3/1/2018 0:09,backer
75,9.68978e+17,2407211198.0,GunsmithA,The guy on the phone just announced the checks came in,2/28/2018 22:33,backer
76,9.68971e+17,2349548096.0,hopey678,"This is just NOT a grassroots movement. Too much of this seems pre-meditated. 

Is it just me?",2/28/2018 22:06,backer
77,9.68952e+17,151284118.0,rockinrobyn59,They're being used. Wonder if they know that.,2/28/2018 20:52,backer
78,9.68948e+17,7.97506e+17,Barbara72957293,"I remember how solemn kids were in my high school when classmates died.  There were no smiles, no laughing or cajoling, no photos, no profit made.",2/28/2018 20:37,backer
79,9.68875e+17,7.75526e+17,SEvanRice,,2/28/2018 15:45,backer
80,9.68871e+17,8.29769e+17,TLYNNB7,"Of course they did!!  If people didn't already HIGHLY suspect that, then they are naive or they're not paying attention.",2/28/2018 15:28,backer
81,9.68866e+17,16547438.0,paulaspaulatics,"$500,000 ""donated"" by George Clooney....for what purpose?",2/28/2018 15:11,backer
82,9.68855e+17,2568002604.0,SoCalOCPatriot,PP is also involved with this.  Unbelievable that they mutilate babies and sell their parts but still on the wagon for gun control.,2/28/2018 14:28,backer
83,9.68852e+17,8.2229e+17,tonya110104,It has always had soros prints all over it. Still does.,2/28/2018 14:15,backer
84,9.6885e+17,1514534004.0,auntbea23,"Knew it had to be something like that. When have you ever seen teenagers get sudden funding, transportation and organization.",2/28/2018 14:07,backer
85,9.6885e+17,211240572.0,republiclvr,If only these teens & their parents were educated on Soros & how evil he is & the active role he played when he was a young child helping Hitler round up his Jewish neighbors during the 30's...maybe they would think twice about allowing their kids to be used by such evil?!,2/28/2018 14:05,backer
86,9.68847e+17,8.17874e+17,Snob_Monster,Soros and Bezos always have blood on their hands,2/28/2018 13:54,backer
87,9.68846e+17,100258473.0,Bluecatbug,Doesn’t anyone find these kids loving the celebrity life created by their friends deaths creepy at best?,2/28/2018 13:49,backer
88,9.68844e+17,2663115926.0,bad_robot_57,Look into CREDO Action. Ran by CREDO Mobile. If you look at the signs protesting the NRA all of them on the lower right hand have CREDO printed on them.,2/28/2018 13:42,backer
89,9.68844e+17,1361736265.0,spab27,So much for “grassroots.” ,2/28/2018 13:42,backer
90,9.68843e+17,7.83335e+17,NickKohlhepp,Young minds full of mush are so easy to manipulate,2/28/2018 13:40,backer
91,9.6883e+17,8.2934e+17,siriuskathleen1,"Anyone surprised.  They're using these ignorant children, passing them around like whores, just for their leftist political agenda.  That's what political, socialist pimps do.  The question is, where are their parents to protect them, or are they Socialist whores too?",2/28/2018 12:47,backer
92,9.68829e+17,1923265614.0,PancakeBreasts,Anyone that isn't wearing blinders seen this shit coming a mile away. Everything was done too quick and too organized.,2/28/2018 12:45,backer
93,9.68792e+17,214829926.0,buybuydandavis,They look devastated by their grief over their fallen classmates,2/28/2018 10:18,backer
94,9.68785e+17,1338320749.0,tobyismybaby,"You’re a conspiracy thorist and have no credibility. And not even a real journalist. 
Btw, did you hear? Colton Haas’
Dad admitted to doctoring the email exchanges with CNN? 

Your continual attacks on @NeverAgainMSD makes you seem jealous & envious of their influence.",2/28/2018 9:48,backer
95,9.6872e+17,37037100.0,AuntDowd,"When they care about Chicago let us know.  Watch, they will be shooting each other when they meet up.",2/28/2018 5:30,backer
96,9.68698e+17,532463920.0,Chris464209,"Well well well, not surprised, Soros has his hand in anything that will bring the downfall of Americaalong with our corrupt media.",2/28/2018 4:01,backer
97,9.68682e+17,1601527070.0,JcJaneJetson,"Soros is the one who walks behind the rows, and these are his Children of the Corn ",2/28/2018 3:00,backer
98,9.68668e+17,1891778234.0,Btully41Tully,Grief affects us all differently ,2/28/2018 2:05,backer
99,9.68627e+17,7.16435e+17,JenMax57,"The government +private sector are doing an ENORMOUS pushback on the Florida story. They know they really f'ed up this time +are in an all out media campaign headed by the term ""conspiracy theory"" Your posts are always GREAT!! Don't give up!!!",2/27/2018 23:21,backer
100,9.74034e+17,1836174450.0,GundlingJh,"Someone Had to be Supplying the Money. Did'nt @RealJamesWoods call out the Hoggs about wearing nazi-like armbands to their cheauffered rallies? Since soros started out a nazi, the similarity is unmistakable in my mind.",3/14/2018 21:24,backer
101,9.70166e+17,237664564.0,ephemeralobject,Nothing in the Buzzfeed article mentions any ties to Soros. That is your own conspiracy theory (you can tell when someone is pushing a conspiracy theory because they use ALL CAPS: SOROS! SOROS!! SOROS!!!).,3/4/2018 5:15,backer
102,9.7011e+17,576874084.0,76overdue,@justinbieber should we vote for a satanic world government?,3/4/2018 1:34,backer
103,9.69917e+17,8.83424e+17,philippians437,,3/3/2018 12:45,backer
104,9.69776e+17,8.14953e+17,lpgmike,"A mass shooting in your school and your this happy? 
Just asking for a friend.",3/3/2018 3:25,backer
105,9.69714e+17,3077842258.0,INVUQT,"What are these so called #Parkland students so happy about? Free flights, paid protests, #FakeNewsMedia 15 mins of fame, press conferences. Yeah not really traumatized but REAL students DIED! #props #lies #NOvideos",3/2/2018 23:20,backer
106,9.69702e+17,89053784.0,JasonTAGinJAX,If people stop giving these shit bags exposure and oxygen they won’t have a platform any longer.,3/2/2018 22:31,backer
107,9.69644e+17,1317593269.0,Onimaru_86,Here I thought they were in mourning. They look like they having hella fun.,3/2/2018 18:41,backer
108,9.69632e+17,7.89821e+17,demsrdopes,We believed it.Many still don’t get how evil it has all http://become.It ’s beyond their wildest imagination.I have a great imagination that ends up being the truth cuz all you really need to do is carry out the evil path further and further.Thats what is happening in US!,3/2/2018 17:55,backer
109,9.69588e+17,862231634.0,djpsom,"WTF are you talking about? @Oprah @TheEllenShow George and Amal Clooney, @gucci -are evil left wing conspirators? Shut up already and stop bad mouthing these kids for drawing support for their point of view. Stop attacking . Stop dividing. You want to march with the @NRA go ahead",3/2/2018 14:59,backer
110,9.69573e+17,105347784.0,summertime4evr,Imagine  planned parenthood being involved in something trying to save children .  Kind of an oxymoron,3/2/2018 13:58,backer
111,9.69545e+17,3464467516.0,shirleyann6815,Buzzfeed confirms- lol,3/2/2018 12:08,backer
112,9.69485e+17,3318238316.0,LoriMillerTX1,"Wow! Soros is at the root of much of the chaos in America! Of course, those who know about the evil he sows here & around the world suspected he may have ties to this tragedy. It’s obvious his people helped organize the protests w/those child activists. This is CRAZY!",3/2/2018 8:10,backer
113,9.69391e+17,1677163424.0,hyeoncsyu,George Soros' little puppets... this is what it looks like.,3/2/2018 1:55,backer
114,9.69385e+17,2998672193.0,trolinthebull,Well we sorta already knew that...with Hillary and all you know?,3/2/2018 1:32,backer
115,9.69365e+17,7.58459e+17,PatrickKanaley,Their being supported by globalists orgs ! Soros who destroys countries! Planned parenthood who kill millions of babies!,3/2/2018 0:12,backer
116,9.6935e+17,50943752.0,MikeTiner,"From 1776 until 1999, 223 years, NO SCHOOL SHOOTINGS, despite the presence of Guns & Mentally Ill people. WHY NOW? Deep State Cabal NWO agenda to disarm America Targeting mentally Ill to Kill;",3/1/2018 23:11,backer
117,9.69345e+17,4205748665.0,politichick_,While their classmates are being buried they're flying first class and raking in the dough.,3/1/2018 22:53,backer
118,9.69343e+17,8.27961e+17,DrMantisA2,No credibility should be your twitter handle.,3/1/2018 22:46,backer
119,9.69342e+17,8.98212e+17,kogiones,The DNC and Soros probably fund them. It smacks of the paid protwsts.,3/1/2018 22:41,backer
120,9.69339e+17,231584820.0,craigmair1138,"Like minded individuals and organisations will throw their weight behind this,it won't make an ounce of difference against a raft of elected officials on the NRA payroll, sorry, recipients of donations. $30m alone for the POTUS isn't it?
You keep crying foul and counting the cash",3/1/2018 22:30,backer
121,9.69337e+17,7.24242e+17,tmstrausser,Why do they all look like Sally Kohn?,3/1/2018 22:21,backer
122,9.69335e+17,9.05416e+17,Sunshin68748888,"These ?professional? student activists have the time of their lives, no apparent grieving, no trauma. Makes you wonder if they were actually at school at time of massacre or are actually enrolled at school. Big gifts and donations by famous companies and organizations.",3/1/2018 22:15,backer
123,9.69335e+17,529290257.0,ChefClaws,,3/1/2018 22:15,backer
124,9.69335e+17,190786913.0,bookgirliowa,"Wow, they look positively grief stricken",3/1/2018 22:15,backer
125,9.69334e+17,42761868.0,rzvsrm,I wouldn’t be surprised if the cause of this party was born in the same living room by their parents.,3/1/2018 22:10,backer
126,9.69333e+17,7.13398e+17,Astro00711,You're still not getting my guns! I don't care who you are or what you try!!! Over my dead bloody body will you get my guns.. and you'll probably be dead too if you messed with me!!!,3/1/2018 22:05,backer
127,9.69322e+17,9.45339e+17,RedinVa2,"The Liberals used to try to silence us by calling us racists.

That doesn’t fly anymore.

Now they call us conspiracy theory nuts...And it was actually Hillary, the DNC, and our own FBI which almost framed our President for a Russian collusion story that they created.",3/1/2018 21:24,backer
128,9.69319e+17,2312045876.0,ajr1775,Free supply of astroturf for life.,3/1/2018 21:10,backer
129,9.69317e+17,2400096759.0,caesaramericus,They look so HAPPY! Cause they don’t have to go to school?,3/1/2018 21:01,backer
130,9.69314e+17,885841748.0,bordongrote,They look like they're going to spring break.,3/1/2018 20:49,backer
131,9.69308e+17,2764999026.0,Marcia4MoVal,If it reeks like garbage...it is.,3/1/2018 20:25,backer
132,9.69305e+17,9.24703e+17,ProudCowpoke,Look how happy they are for all the attention. Not a tear for a classmate.,3/1/2018 20:14,backer
133,9.69298e+17,357843542.0,BlueEyesBlondee,Thanks for providing this. Who would have though....we did.,3/1/2018 19:47,backer
134,9.69296e+17,32705016.0,Soozinn,#FreeSpeechDay,3/1/2018 19:38,backer
135,9.69288e+17,9.42237e+17,Abraham31826476,Game over. Internet exposes all the bs now. These kids are now named for all eternity also.,3/1/2018 19:06,backer
136,9.69287e+17,1074475009.0,04fat,Privileged Antifa?,3/1/2018 19:04,backer
137,9.6927e+17,3885160459.0,Taipan30,This is the 2nd or 3rd thing coming out of Buzzfeed that doesn't fit their mold. Are they trying to be real journalists now? Doubtful but maybe the tide is starting to turn.,3/1/2018 17:57,backer
138,9.69266e+17,2804402899.0,outlawspades,"42. Create the impression that violence and insurrection are legitimate aspects of the American tradition; that students and special-interest groups should rise up and use ""united force"" to solve economic, political or social problems.",3/1/2018 17:41,backer
139,9.69263e+17,2314808340.0,klodirector,"#FreeSpeechDay 
Q in the sky?  Love it!  You are a hoot. Oh and quit playing with your hair, makes me crazy  
#MAGA #StopTheChemtrails",3/1/2018 17:29,backer
140,9.69262e+17,9.51788e+17,O_Q_R,,3/1/2018 17:23,backer
141,9.69262e+17,69777110.0,kacee1013,"This was NEVER a ""student-run social media effort to end gun violence"" 
It was from the very beginning ""backed by Soros & huge organizing groups""(I'm betting even BEFORE the shooting) 
So, yea, not all of us were born yesterday.",3/1/2018 17:23,backer
142,9.69261e+17,92683382.0,mysti_realm,"Wow,they sure look traumatized...",3/1/2018 17:19,backer
143,9.69261e+17,9.54742e+17,dirtysanchez000,look like nazi youth with a soyboy on the right of the picture,3/1/2018 17:18,backer
144,9.69254e+17,9.46068e+17,MaHaAshaAlyne33,They got a Jet too,3/1/2018 16:53,backer
145,9.69245e+17,38970611.0,oldmsrebel,Nother bought and paid for organizers. Eat up by the commie medias.,3/1/2018 16:15,backer
146,9.69236e+17,2732950444.0,karenvance0810,Maybe it would be wise to educate themselves on this evil man.  It doesn't  make their cause as strong.,3/1/2018 15:39,backer
147,9.69235e+17,9.40139e+17,Delaney8775,Who thinks this garbage up ?,3/1/2018 15:37,backer
148,9.69231e+17,29045665.0,kentuckipatriot,"Looking more & more like a setup by leftists. Very troubling.
Broward is run by very Currupt Politicians.",3/1/2018 15:21,backer
149,9.69229e+17,168662520.0,NyyChamps2018,"They look so trauma stricken, poor kids. Thoughts & prayers...",3/1/2018 15:13,backer
150,9.69224e+17,708640308.0,JohnnyMcGarrity,"Yes, it's a ""conspiracy"" in which children want to be safe going to school. Fuck sake people, does no-one posses any common sense any more? Looking in from outside, you guys appear crazy, fighting for the right to be able to do what the fuck you want!!!!!!",3/1/2018 14:51,backer
0,9.6691e+17,18923609.0,TheTwoMajesties,"Don't mislead people. Haab wanted to make an intro speech with 3 followups, CNN said, one question only like everyone else. Haab's father pulled him out. The townhall featured plenty of proNRA people. Nobody was censored, quit screaming victim.",2/23/2018 5:36,cnn
1,9.66667e+17,7036002.0,ericgrant,"The White House did not allow anyone at their staged listening session to ask anything about the NRA.

This is who Trump censored.",2/22/2018 13:32,cnn
2,9.66577e+17,7.56303e+17,Jgigi8,Very proud of both of you My son and 2 adopted sons and their sister were in JROTC at North HS one of the most decorated in USA but you have something they do not Kevlar curtain. I will make sure that your ingenuity is known to JROTC students here in CA,2/22/2018 7:33,cnn
3,9.67268e+17,22155491.0,drewdmat,It turns out the fake news is coming from this kid’s dad.,2/24/2018 5:21,cnn
4,9.66874e+17,52612788.0,dreamsnpurple,"His dad removed him from the town hall. Not CNN. CNN asked for questions, not a speech. When they said no speech the kid got upset and dropped out. That's not a script. A script is here: ask this. That's not what happened here.",2/23/2018 3:13,cnn
5,9.66713e+17,534251504.0,MaartenWildeman,"Someone is lying on Twitter, again.
Looking at you, Mike.",2/22/2018 16:35,cnn
6,9.70159e+17,17626317.0,chadfelixg,His account appears to have been suspended.,3/4/2018 4:47,cnn
7,9.67098e+17,3322073049.0,IgiturOne,You’re full of crap. They helped him organize his thoughts so he could confront the Dem senator with his pro-gun question. Get the facts right.,2/23/2018 18:04,cnn
8,9.66564e+17,22211830.0,yellowredsparks,The one kid that had a different viewpoint. Makes sense,2/22/2018 6:45,cnn
9,9.66567e+17,52893083.0,DisabledUSN_Vet,Of course....he doesnt fit their agenda.,2/22/2018 6:54,cnn
10,9.66566e+17,9.62393e+17,DavidDMiller5,CNN = Communist News Network,2/22/2018 6:52,cnn
11,9.67376e+17,49960226.0,mdornic,Assuming you'll correct this now.,2/24/2018 12:28,cnn
12,9.67011e+17,27588123.0,IdeasAndBeliefs,Debunked,2/23/2018 12:19,cnn
13,9.66771e+17,8.13445e+17,DeplorableVic,Fake news..,2/22/2018 20:25,cnn
14,9.66656e+17,7.5494e+17,the_awk_christ,"If you all talk about how fake CNN is, then why care who they censor?",2/22/2018 12:47,cnn
15,9.67361e+17,33987489.0,BitchR,"No, Haab’s father pulled him from the town hall because CNN wouldn’t let him give a speech.",2/24/2018 11:29,cnn
16,9.67543e+17,319184957.0,schibes78,Looks like his daddy set up his son,2/24/2018 23:32,cnn
17,9.67361e+17,9.40805e+17,MegWell17,This tweet didn’t age well.,2/24/2018 11:29,cnn
18,9.6732e+17,18596960.0,lbent,@jack Didn't you ban this guy?,2/24/2018 8:46,cnn
19,9.66717e+17,66678663.0,LChidsey,I Boycott CNN,2/22/2018 16:51,cnn
20,9.66692e+17,8.7806e+17,FIT_PR0,"Lies. NOT how it went down. He's a right-wing pro-gun at all cost advocate and now being groomed by #foxnews to discredit @cnn 
CNN asked him to come back when it's not a town hall forum so he can discuss his ideas. There was a format for the show and he did not want to follow it",2/22/2018 15:11,cnn
21,9.66581e+17,3320545346.0,PennyHicks13,You see who else is pro-legally armed citizens.,2/22/2018 7:49,cnn
22,9.66567e+17,9.31107e+17,GraceHealz,Has anyone heard a student specifically say they saw Cruz shooting at them?,2/22/2018 6:56,cnn
23,9.6721e+17,187073252.0,Ionlytwatdrunk,"There should be a go fund me for this kid, he deserves something for being a brave young man and being on a path to be one of our nation's finest.",2/24/2018 1:30,cnn
24,9.67249e+17,196007440.0,MIKECLINEcom,,2/24/2018 4:04,cnn
25,9.67228e+17,319979683.0,jimkngo,,2/24/2018 2:40,cnn
26,9.67193e+17,2859894154.0,TheBikeAttorney,They just debunked this one too pizza clown.,2/24/2018 0:22,cnn
27,9.6691e+17,18923609.0,TheTwoMajesties,,2/23/2018 5:39,cnn
28,9.66853e+17,26055993.0,TammyMWebster,CNN only wants to spread their narrative. These JROTC members would be the ppl that CNN would look for if there was an active shooter. Can’t bounce bullets off of fake news!,2/23/2018 1:50,cnn
29,9.66805e+17,2923384511.0,jminton287,His dad pulled him. You are misinformed.,2/22/2018 22:39,cnn
30,9.66803e+17,4434479356.0,ArthurDanse,"THE KID DECLINED TO GO.
STOP SPREADING BULLSHIT.",2/22/2018 22:32,cnn
31,9.66799e+17,8.1724e+17,tommyBoomboom,,2/22/2018 22:18,cnn
32,9.66795e+17,16305949.0,pbarragan,The teen’s father pulled him from the town hall appearance -Not CNN! Stop spreading fake news! So in reality the father censored his own son.,2/22/2018 22:02,cnn
33,9.66757e+17,8.06143e+17,Skepticalfa,The Citizen was guilty of WrongThink. It was right to suppress his WrongSpeech. He could have spread his WrongThink. The reeducation camps are very concentrated now. Should they become too full...,2/22/2018 19:31,cnn
34,9.66742e+17,1347076652.0,Brinksknowsbett,"I will said prove it, show the paper with the script, period.",2/22/2018 18:28,cnn
35,9.66669e+17,277049262.0,lesleasays,Again this is BS! #ImWithTheKids #imwithcnn,2/22/2018 13:40,cnn
36,9.66667e+17,7.46346e+17,JeffreyMDavids1,If a teacher is not willing to take up arms to defend their students lives. They need to go.,2/22/2018 13:33,cnn
37,9.66647e+17,7.31844e+17,RaptorsUniverse,Says who that he was censored?,2/22/2018 12:11,cnn
38,9.66643e+17,172883388.0,FreePat62,So CNN was screening questions. Disgusting,2/22/2018 11:55,cnn
