tweet_id,user_id,screen_name,text,time,FakeNews
9.68863E+17,7.95753E+17,Preredacted,"Its tough seeing the pain in their faces from the tragedy, no? #rottenindenmark",2/28/2018 14:59,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68712E+17,15480873,CS70,Any updates on the Colton Haab story?,2/28/2018 4:59,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69065E+17,1691006022,tonylb17,SOROS puppets....,3/1/2018 4:22,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69049E+17,1164705565,KandiKropp,Here’s how it works...,3/1/2018 3:16,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6897E+17,8.76907E+17,Col42239925Hope,You have to be kidding. Politics/Soros taking advantage of a disaster at a school. This is about the lowest that anyone could stoop. Just makes my stomach flip,2/28/2018 22:05,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68873E+17,7.57075E+17,dave_notdave,Puppets.,2/28/2018 15:36,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6886E+17,4786132700,mrshobbs58,Looks Just another “fun” free school outing.,2/28/2018 14:48,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68845E+17,871679250,TimFinnigan,"All radical, misfit, malcontent, anti American,anti-Democracy staged ""movements""...are  funded somehow by soros or soros connected cash !  Hasn't Hungy an arrest warrent out for hjiom? Lets help them out & read the EO issed on 2/21/17",2/28/2018 13:46,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68858E+17,529564536,KayTaylor3,Too busy to even answer that one.,2/28/2018 14:39,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69261E+17,9.55616E+17,1Ej12,Yes they do along with Bill Gates !! 2.9 Million in funds !! That have to be stopped !,3/1/2018 17:20,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6906E+17,183869529,kingsleynnaji30,Is a pity that the parents of this didn't understand what is going on in the United States. They don't know that they are being used,3/1/2018 4:01,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6887E+17,23269567,2zebra_20,More Soros bull,2/28/2018 15:24,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68853E+17,9.37983E+17,VoiceofBasildon,"Soros funds people in UK, students, wife of fun manager Gina Miller, others funding any student who adopts their left lib rhetoric. Many all over twitter with cut paste arguments to stay in EU over many different personality types.",2/28/2018 14:17,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68843E+17,8.74972E+17,EvelynTomberlin,Soyboys,2/28/2018 13:40,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6883E+17,270540665,highplainsgypsy,#PropagandaTool,2/28/2018 12:48,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.688E+17,37708407,PhillBennetzen,"“Not political” my pale white butt. Even if these kids think they’re doing something apolitical, the people in their ears are making this political and maneuvering these teens to make the left’s talking points.",2/28/2018 10:48,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68638E+17,9.53858E+17,Adamsmi509,You sound like the kid who got bullied by drama kids in high school. Lol,2/28/2018 0:03,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69534E+17,7.84105E+17,TonyaS30305,"Always, Always, ALWAYS
#FollowTheMoney

It usually leads back to #Soros
and #ClintonCorruption 

@realDonaldTrump ",3/2/2018 11:23,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69218E+17,7.84825E+17,WilliamSeemore,"Follow the money! How are they paying for buses, planes, hotels etc.?",3/1/2018 14:30,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69115E+17,9.59239E+17,LukeComstock76,""" Seventeen of our classmates died and now we are celebrities! Yaaaaay!""
They disgust me.",3/1/2018 7:38,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69061E+17,127354143,WriteTonight,"There is no such thing as a #ConspiracyTheory. It will all come true, as in #fiction ... somewhere in time.",3/1/2018 4:05,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69032E+17,9.15185E+17,dementedlibs,"Let me guess, that's a delta flight?",3/1/2018 2:10,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69029E+17,532282438,CraigNoice,"They need be dropped into USMC,boot camp for 90 days and get a taste of life! Odds on that 90% wouldn't make it a week!",3/1/2018 1:58,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69029E+17,8.2151E+17,JennaNeen,Excellent Reporting  George Soros always has money in Anti-American Everything,3/1/2018 1:56,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68994E+17,8.3118E+17,mz_nubbie,Planned Parenthood? Yeah should've known.,2/28/2018 23:37,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68941E+17,61900522,IsGoogleSkynet,They look pretty tore up,2/28/2018 20:06,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68901E+17,7.87892E+17,DeplorableMikeX,"Anytime a leftist plot is reported on, they call it a ""conspiracy theory"". 
Every. Time.",2/28/2018 17:29,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68863E+17,3334747030,Jeffner01,Soros. Now we know it was fake.,2/28/2018 14:57,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68849E+17,1169280680,vincecaporale3,Entitled rich white kids?,2/28/2018 14:03,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68835E+17,9.55444E+17,DeplorableWench,"So I guess they don't see the hypocrisy of pushing an agenda based on corporate sponsors, the exact thing they are supposedly fighting against... SMH!",2/28/2018 13:05,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69176E+17,8.22644E+17,MsSwis,"#TheGreatAwakening !

#ObamaGate #Treason #PayToPlay #SecretSociety #FakeDossiers #FBI 
#CIA #FakeNews #Mockingbird #MKUltra #Orion #BigPharma #WilliamCooper #BeholdAPaleHorse #ParklandSchoolShooting #187 …

#InternetBillOfRights #NRA 
#WeThePeople #MAGA #TheStorm #QAnon",3/1/2018 11:42,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68629E+17,59584299,foofigirl,They probably had good intentions at the beginning but have no idea they've just been bought out. They are just paid talking heads from now on..,2/27/2018 23:28,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69262E+17,7.81182E+17,Markis4America,THIS is what teen murderers look like after they've killed their friends and been bought off by the Democrat Party. On their way to help set up another killing spree.,3/1/2018 17:23,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69048E+17,590180745,chipbunn,Soros wants this country destroyed. Be careful whose water you carry!,3/1/2018 3:13,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69032E+17,8.14162E+17,SpankyTheDog1,They are sure jovial so soon after being in a shoot out.,3/1/2018 2:09,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68864E+17,9.5588E+17,RicGonzales7,Don't forget Bloomberg and other liberal billionaires.,2/28/2018 15:03,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68863E+17,210643324,In66gal,Everyone that can think for themselves knows the truth,2/28/2018 15:00,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6886E+17,3239234936,sammy_underwood,Things will change. Teachers will be trained and armed to protect our students.,2/28/2018 14:45,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68853E+17,8.63853E+17,JbCommanche,Looks like party time...sad,2/28/2018 14:19,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68851E+17,8.92855E+17,UnmaskDarkness,DWS.... smh,2/28/2018 14:10,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68849E+17,49023129,cjtruth,Soros is the most evil person. I hope Trump has a plan for him.,2/28/2018 14:04,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68849E+17,211240572,republiclvr,Of course Soros ties. Did you miss Glenn Beck's chalkboard where he showed how almost every one of those radical orgs are funded by Soros $$ ? Research all of them. From ACORN to the TIDES Foundation his tentacles weave into every aspect of American life. It's why we're in deep,2/28/2018 14:01,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68849E+17,28849949,Cocoabitter,This is why this event occurred in Broward county- very leftist area. Perfect to carry out their agenda.,2/28/2018 14:01,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68668E+17,410413827,stevetefft,"The ""movement"" has officially been hijacked.",2/28/2018 2:05,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69546E+17,15777611,Crutnacker,"Man, your head is going to explode when you see who’s backing gun nuts.",3/2/2018 12:11,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69301E+17,15440079,C3rvantes,"Time out of school, no homework, be on tv... punkmuthafukkas",3/1/2018 19:57,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6926E+17,257211323,gym8juice,There is no way kids go from eating Tide pods to organized activism without adult $ support.,3/1/2018 17:17,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6925E+17,518043012,HornetStings,"I mean, where do I begin...these “victims” and their AstroTurf movement smells an awful lot like how Obama started his career with shadowy people pulling their strings. For the left, it’s always about the power, the next election. And, Planned Parenthood-are you kidding me? #BS",3/1/2018 16:34,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69214E+17,2438858671,DunnoAbout,Is it evident?  How it all began?  $.,3/1/2018 14:13,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69214E+17,2438858671,DunnoAbout,No scruples. No future. Destroy.  Who will rebuild?,3/1/2018 14:11,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69192E+17,9.07982E+17,McKennaConnect,Good lord.,3/1/2018 12:47,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69132E+17,3098500169,stillcrowing1,Soros all over this one,3/1/2018 8:47,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69061E+17,183869529,kingsleynnaji30,Continuation.... And there children in other to destroy America. But thank God is a failure already.,3/1/2018 4:03,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69055E+17,883428012,mayrasons2,Hypocrites! #EndplannedParentHood,3/1/2018 3:40,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69032E+17,8.65031E+17,DawnPisturino,Kids aren't smart enough to do this on their own.,3/1/2018 2:09,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69002E+17,2850284986,pridescarves,#PAID,3/1/2018 0:09,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68978E+17,2407211198,GunsmithA,The guy on the phone just announced the checks came in,2/28/2018 22:33,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68971E+17,2349548096,hopey678,"This is just NOT a grassroots movement. Too much of this seems pre-meditated. 

Is it just me?",2/28/2018 22:06,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68952E+17,151284118,rockinrobyn59,They're being used. Wonder if they know that.,2/28/2018 20:52,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68948E+17,7.97506E+17,Barbara72957293,"I remember how solemn kids were in my high school when classmates died.  There were no smiles, no laughing or cajoling, no photos, no profit made.",2/28/2018 20:37,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68871E+17,8.29769E+17,TLYNNB7,"Of course they did!!  If people didn't already HIGHLY suspect that, then they are naive or they're not paying attention.",2/28/2018 15:28,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68866E+17,16547438,paulaspaulatics,"$500,000 ""donated"" by George Clooney....for what purpose?",2/28/2018 15:11,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68855E+17,2568002604,SoCalOCPatriot,PP is also involved with this.  Unbelievable that they mutilate babies and sell their parts but still on the wagon for gun control.,2/28/2018 14:28,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68852E+17,8.2229E+17,tonya110104,It has always had soros prints all over it. Still does.,2/28/2018 14:15,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6885E+17,1514534004,auntbea23,"Knew it had to be something like that. When have you ever seen teenagers get sudden funding, transportation and organization.",2/28/2018 14:07,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6885E+17,211240572,republiclvr,If only these teens & their parents were educated on Soros & how evil he is & the active role he played when he was a young child helping Hitler round up his Jewish neighbors during the 30's...maybe they would think twice about allowing their kids to be used by such evil?!,2/28/2018 14:05,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68847E+17,8.17874E+17,Snob_Monster,Soros and Bezos always have blood on their hands,2/28/2018 13:54,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68846E+17,100258473,Bluecatbug,Doesn’t anyone find these kids loving the celebrity life created by their friends deaths creepy at best?,2/28/2018 13:49,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68844E+17,2663115926,bad_robot_57,Look into CREDO Action. Ran by CREDO Mobile. If you look at the signs protesting the NRA all of them on the lower right hand have CREDO printed on them.,2/28/2018 13:42,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68844E+17,1361736265,spab27,So much for “grassroots.” ,2/28/2018 13:42,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68843E+17,7.83335E+17,NickKohlhepp,Young minds full of mush are so easy to manipulate,2/28/2018 13:40,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6883E+17,8.2934E+17,siriuskathleen1,"Anyone surprised.  They're using these ignorant children, passing them around like whores, just for their leftist political agenda.  That's what political, socialist pimps do.  The question is, where are their parents to protect them, or are they Socialist whores too?",2/28/2018 12:47,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68829E+17,1923265614,PancakeBreasts,Anyone that isn't wearing blinders seen this shit coming a mile away. Everything was done too quick and too organized.,2/28/2018 12:45,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68792E+17,214829926,buybuydandavis,They look devastated by their grief over their fallen classmates,2/28/2018 10:18,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68785E+17,1338320749,tobyismybaby,"You’re a conspiracy thorist and have no credibility. And not even a real journalist. 
Btw, did you hear? Colton Haas’
Dad admitted to doctoring the email exchanges with CNN? 

Your continual attacks on @NeverAgainMSD makes you seem jealous & envious of their influence.",2/28/2018 9:48,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.6872E+17,37037100,AuntDowd,"When they care about Chicago let us know.  Watch, they will be shooting each other when they meet up.",2/28/2018 5:30,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68698E+17,532463920,Chris464209,"Well well well, not surprised, Soros has his hand in anything that will bring the downfall of Americaalong with our corrupt media.",2/28/2018 4:01,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68682E+17,1601527070,JcJaneJetson,"Soros is the one who walks behind the rows, and these are his Children of the Corn ",2/28/2018 3:00,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68668E+17,1891778234,Btully41Tully,Grief affects us all differently ,2/28/2018 2:05,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.68627E+17,7.16435E+17,JenMax57,"The government +private sector are doing an ENORMOUS pushback on the Florida story. They know they really f'ed up this time +are in an all out media campaign headed by the term ""conspiracy theory"" Your posts are always GREAT!! Don't give up!!!",2/27/2018 23:21,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.74034E+17,1836174450,GundlingJh,"Someone Had to be Supplying the Money. Did'nt @RealJamesWoods call out the Hoggs about wearing nazi-like armbands to their cheauffered rallies? Since soros started out a nazi, the similarity is unmistakable in my mind.",3/14/2018 21:24,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.70166E+17,237664564,ephemeralobject,Nothing in the Buzzfeed article mentions any ties to Soros. That is your own conspiracy theory (you can tell when someone is pushing a conspiracy theory because they use ALL CAPS: SOROS! SOROS!! SOROS!!!).,3/4/2018 5:15,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.7011E+17,576874084,76overdue,@justinbieber should we vote for a satanic world government?,3/4/2018 1:34,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69776E+17,8.14953E+17,lpgmike,"A mass shooting in your school and your this happy? 
Just asking for a friend.",3/3/2018 3:25,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69714E+17,3077842258,INVUQT,"What are these so called #Parkland students so happy about? Free flights, paid protests, #FakeNewsMedia 15 mins of fame, press conferences. Yeah not really traumatized but REAL students DIED! #props #lies #NOvideos",3/2/2018 23:20,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69702E+17,89053784,JasonTAGinJAX,If people stop giving these shit bags exposure and oxygen they won’t have a platform any longer.,3/2/2018 22:31,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69644E+17,1317593269,Onimaru_86,Here I thought they were in mourning. They look like they having hella fun.,3/2/2018 18:41,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69632E+17,7.89821E+17,demsrdopes,We believed it.Many still don’t get how evil it has all http://become.It ’s beyond their wildest imagination.I have a great imagination that ends up being the truth cuz all you really need to do is carry out the evil path further and further.Thats what is happening in US!,3/2/2018 17:55,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69588E+17,862231634,djpsom,"WTF are you talking about? @Oprah @TheEllenShow George and Amal Clooney, @gucci -are evil left wing conspirators? Shut up already and stop bad mouthing these kids for drawing support for their point of view. Stop attacking . Stop dividing. You want to march with the @NRA go ahead",3/2/2018 14:59,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69573E+17,105347784,summertime4evr,Imagine  planned parenthood being involved in something trying to save children .  Kind of an oxymoron,3/2/2018 13:58,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
9.69545E+17,3464467516,shirleyann6815,Buzzfeed confirms- lol,3/2/2018 12:08,"When I reported on this I was called a ""conspiracy theorist"" - Buzzfeed is now confirming these student activists have massive backers (WITH SOROS TIES). No credibility."
